STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot
AR,05,Montgomery County,097,05097,2015,8.970,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Nevada County,099,05099,2015,8.558,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Newton County,101,05101,2015,7.913,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Ouachita County,103,05103,2015,24.358,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Perry County,105,05105,2015,10.189,0.00,1.46,1.46,--,0.95,0.00,0.00,0.76,0.76,--,--,--,--,--,--,--,--
AR,05,Phillips County,107,05107,2015,19.513,254.23,5.96,260.19,--,178.23,77.11,0.00,140.65,217.76,--,--,--,--,--,--,--,--
AR,05,Pike County,109,05109,2015,10.824,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Poinsett County,111,05111,2015,24.040,865.86,101.07,966.93,--,634.31,18.02,0.00,305.49,323.51,--,--,--,--,--,--,--,--
AR,05,Polk County,113,05113,2015,20.216,0.00,0.36,0.36,--,0.23,0.00,0.00,0.11,0.11,--,--,--,--,--,--,--,--
AR,05,Pope County,115,05115,2015,63.390,0.39,0.14,0.53,--,0.34,0.00,0.00,0.37,0.37,--,--,--,--,--,--,--,--
AR,05,Prairie County,117,05117,2015,8.291,335.77,205.26,541.03,--,351.67,0.97,0.00,191.77,192.74,--,--,--,--,--,--,--,--
AR,05,Pulaski County,119,05119,2015,392.664,34.07,17.96,52.03,--,34.91,5.76,0.00,21.28,27.04,--,--,--,--,--,--,--,--
AR,05,Randolph County,121,05121,2015,17.469,130.05,55.09,185.14,--,120.34,0.00,0.00,62.34,62.34,--,--,--,--,--,--,--,--
AR,05,St. Francis County,123,05123,2015,26.589,341.89,22.10,363.99,--,244.97,43.63,0.00,147.43,191.06,--,--,--,--,--,--,--,--
AR,05,Saline County,125,05125,2015,117.460,0.00,2.25,2.25,--,1.46,0.00,0.00,0.21,0.21,--,--,--,--,--,--,--,--
AR,05,Scott County,127,05127,2015,10.513,0.05,0.00,0.05,--,0.04,1.30,0.00,0.00,1.30,--,--,--,--,--,--,--,--
AR,05,Searcy County,129,05129,2015,7.869,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Sebastian County,131,05131,2015,127.780,0.00,0.30,0.30,--,0.20,0.00,0.00,0.12,0.12,--,--,--,--,--,--,--,--
AR,05,Sevier County,133,05133,2015,17.290,0.00,0.01,0.01,--,0.01,0.00,0.00,0.01,0.01,--,--,--,--,--,--,--,--
AR,05,Sharp County,135,05135,2015,16.912,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Stone County,137,05137,2015,12.456,0.04,0.00,0.04,--,0.03,0.00,0.00,0.03,0.03,--,--,--,--,--,--,--,--
AR,05,Union County,139,05139,2015,40.144,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Van Buren County,141,05141,2015,16.771,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
AR,05,Washington County,143,05143,2015,225.477,0.00,0.03,0.03,--,0.02,0.00,0.00,0.09,0.09,--,--,--,--,--,--,--,--
AR,05,White County,145,05145,2015,79.161,70.06,71.16,141.22,--,92.50,2.17,0.00,39.35,41.52,--,--,--,--,--,--,--,--
AR,05,Woodruff County,147,05147,2015,6.741,480.65,31.49,512.14,--,338.01,17.66,0.00,153.24,170.90,--,--,--,--,--,--,--,--
AR,05,Yell County,149,05149,2015,21.713,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
CA,06,Alameda County,001,06001,2015,1638.215,6.43,3.08,9.51,0.88,7.97,2.44,10.22,0.00,12.66,5.38,2.26,7.64,6.55,0.39,10.22,0.00,10.61
CA,06,Alpine County,003,06003,2015,1.110,6.83,2.86,9.69,0.00,6.99,0.00,0.00,3.74,3.74,6.83,2.86,9.69,6.99,0.00,0.00,3.74,3.74
CA,06,Amador County,005,06005,2015,37.001,14.55,6.20,20.75,0.98,17.18,0.19,7.08,1.74,9.01,14.42,6.04,20.46,16.96,0.00,7.08,1.74,8.82
CA,06,Butte County,007,06007,2015,225.411,716.70,35.98,752.68,0.23,591.87,137.37,68.43,18.67,224.47,716.43,35.77,752.20,591.51,136.85,68.43,18.67,223.95
CA,06,Calaveras County,009,06009,2015,44.828,6.03,2.77,8.80,0.29,7.45,0.45,3.10,0.12,3.67,5.76,2.42,8.18,6.98,0.02,3.10,0.12,3.24
CA,06,Colusa County,011,06011,2015,21.482,636.13,59.12,695.25,0.03,556.70,9.82,186.49,113.42,309.73,636.09,59.09,695.18,556.65,9.75,186.49,113.42,309.66
CA,06,Contra Costa County,013,06013,2015,1126.745,13.39,73.70,87.09,3.30,72.03,11.83,28.96,1.63,42.42,12.16,72.74,84.90,70.36,9.44,28.96,1.63,40.03
CA,06,Del Norte County,015,06015,2015,27.254,11.56,4.86,16.42,0.47,12.75,7.89,1.47,0.00,9.36,11.52,4.83,16.35,12.70,7.82,1.47,0.00,9.29
CA,06,El Dorado County,017,06017,2015,184.452,18.57,8.21,26.78,0.18,22.01,2.41,4.41,0.40,7.22,18.07,7.57,25.64,21.14,1.60,4.41,0.40,6.41
CA,06,Fresno County,019,06019,2015,974.861,858.67,757.96,1616.63,36.58,1266.77,62.06,526.08,528.34,1116.48,857.94,757.02,1614.96,1265.50,60.90,526.08,528.34,1115.32
CA,06,Glenn County,021,06021,2015,28.017,628.89,31.76,660.65,0.01,522.49,56.33,108.27,69.68,234.28,628.87,31.75,660.62,522.47,56.29,108.27,69.68,234.24
CA,06,Humboldt County,023,06023,2015,135.727,42.20,17.77,59.97,0.19,45.66,40.86,1.02,3.81,45.69,41.98,17.60,59.58,45.36,40.42,1.02,3.81,45.25
CA,06,Imperial County,025,06025,2015,180.191,1303.78,546.56,1850.34,0.30,1349.93,13.77,28.27,466.44,508.48,1303.46,546.42,1849.88,1349.58,13.47,28.27,466.44,508.18
CA,06,Inyo County,027,06027,2015,18.260,12.24,5.26,17.50,0.44,12.64,0.24,0.00,17.49,17.73,12.10,5.07,17.17,12.39,0.00,0.00,17.49,17.49
CA,06,Kern County,029,06029,2015,882.176,1485.87,131.81,1617.68,47.09,1273.83,149.98,371.84,293.27,815.09,1483.97,130.96,1614.93,1271.74,148.31,371.84,293.27,813.42
CA,06,Kings County,031,06031,2015,150.965,604.47,32.95,637.42,8.05,482.53,14.24,127.08,316.04,457.36,604.34,32.79,637.13,482.31,14.05,127.08,316.04,457.17
CA,06,Lake County,033,06033,2015,64.591,37.16,15.63,52.79,0.76,41.86,17.04,10.31,1.44,28.79,37.00,15.51,52.51,41.65,16.73,10.31,1.44,28.48
CA,06,Lassen County,035,06035,2015,31.345,62.45,26.23,88.68,0.46,65.90,53.10,0.02,47.79,100.91,62.39,26.15,88.54,65.79,53.00,0.02,47.79,100.81
CA,06,Los Angeles County,037,06037,2015,10170.292,24.15,10.45,34.60,25.36,26.42,29.17,0.26,0.04,29.47,12.42,5.21,17.63,13.47,18.71,0.26,0.04,19.01
CA,06,Madera County,039,06039,2015,154.998,756.01,16.42,772.43,0.57,620.92,13.57,188.23,102.17,303.97,755.64,15.94,771.58,620.27,12.95,188.23,102.17,303.35
CA,06,Marin County,041,06041,2015,261.221,28.83,12.19,41.02,3.14,35.23,0.57,9.30,0.00,9.87,28.54,11.96,40.50,34.83,0.00,9.30,0.00,9.30
CA,06,Mariposa County,043,06043,2015,17.531,12.29,5.16,17.45,0.01,13.32,0.04,0.00,3.64,3.68,12.27,5.14,17.41,13.29,0.00,0.00,3.64,3.64
CA,06,Mendocino County,045,06045,2015,87.649,48.39,20.31,68.70,0.08,57.52,4.17,22.37,1.24,27.78,48.31,20.25,68.56,57.41,4.01,22.37,1.24,27.62
CA,06,Merced County,047,06047,2015,268.455,661.26,309.36,970.62,1.50,745.33,39.51,192.90,321.12,553.53,661.11,309.25,970.36,745.13,39.23,192.90,321.12,553.25
CA,06,Modoc County,049,06049,2015,8.965,120.74,50.75,171.49,0.05,128.99,112.22,5.44,54.23,171.89,120.60,50.56,171.16,128.74,111.98,5.44,54.23,171.65
CA,06,Mono County,051,06051,2015,13.909,41.19,17.34,58.53,0.03,44.11,29.62,0.00,8.25,37.87,41.11,17.23,58.34,43.97,29.48,0.00,8.25,37.73
CA,06,Monterey County,053,06053,2015,433.898,118.70,50.16,168.86,11.50,134.80,119.93,117.49,27.07,264.49,117.58,49.29,166.87,133.28,117.77,117.49,27.07,262.33
CA,06,Napa County,055,06055,2015,142.456,72.26,30.44,102.70,0.79,87.71,2.88,47.64,0.27,50.79,71.83,30.11,101.94,87.13,2.04,47.64,0.27,49.95
CA,06,Nevada County,057,06057,2015,98.877,33.80,14.64,48.44,0.24,36.95,5.89,2.17,4.35,12.41,33.26,13.94,47.20,36.01,5.02,2.17,4.35,11.54
CA,06,Orange County,059,06059,2015,3169.776,8.25,3.64,11.89,7.72,9.31,5.75,6.77,0.00,12.52,1.79,0.75,2.54,2.18,0.27,6.77,0.00,7.04
CA,06,Placer County,061,06061,2015,375.391,87.32,46.16,133.48,3.56,101.64,24.90,5.78,13.93,44.61,85.91,44.35,130.26,99.18,22.60,5.78,13.93,42.31
CA,06,Plumas County,063,06063,2015,18.409,72.13,30.65,102.78,0.44,76.26,19.60,0.66,22.42,42.68,71.66,30.04,101.70,75.44,18.80,0.66,22.42,41.88
CA,06,Riverside County,065,06065,2015,2361.026,522.28,219.51,741.79,41.39,569.33,41.07,68.11,113.51,222.69,502.01,210.45,712.46,546.95,23.81,68.11,113.51,205.43
CA,06,Sacramento County,067,06067,2015,1501.335,281.14,160.92,442.06,2.16,334.12,17.78,39.11,104.45,161.34,280.21,160.16,440.37,332.83,15.99,39.11,104.45,159.55
CA,06,San Benito County,069,06069,2015,58.792,10.62,4.50,15.12,0.12,12.54,12.66,35.47,0.61,48.74,10.47,4.39,14.86,12.34,12.38,35.47,0.61,48.46
CA,06,San Bernardino County,071,06071,2015,2128.133,23.41,9.92,33.33,14.50,26.03,15.92,4.61,0.49,21.02,19.60,8.22,27.82,21.83,12.67,4.61,0.49,17.77
CA,06,San Diego County,073,06073,2015,3299.521,83.12,35.16,118.28,12.25,96.13,31.68,41.11,2.43,75.22,72.06,30.21,102.27,83.92,22.20,41.11,2.43,65.74
CA,06,San Francisco County,075,06075,2015,864.816,0.33,0.25,0.58,0.27,0.44,0.64,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,06,San Joaquin County,077,06077,2015,726.106,676.65,513.60,1190.25,3.38,929.80,103.77,226.15,223.17,553.09,675.95,513.06,1189.01,928.85,102.41,226.15,223.17,551.73
CA,06,San Luis Obispo County,079,06079,2015,281.401,55.61,23.36,78.97,2.31,66.51,13.51,88.37,1.78,103.66,54.08,22.67,76.75,64.82,12.11,88.37,1.78,102.26
CA,06,San Mateo County,081,06081,2015,765.135,16.12,6.96,23.08,0.46,17.94,5.02,0.82,0.00,5.84,15.57,6.53,22.10,17.20,3.96,0.82,0.00,4.78
CA,06,Santa Barbara County,083,06083,2015,444.769,39.38,16.57,55.95,5.83,45.38,40.86,66.58,7.68,115.12,37.31,15.64,52.95,43.09,39.13,66.58,7.68,113.39
CA,06,Santa Clara County,085,06085,2015,1918.044,5.37,2.73,8.10,1.30,6.59,6.93,9.61,0.21,16.75,4.05,1.70,5.75,4.80,4.35,9.61,0.21,14.17
CA,06,Santa Cruz County,087,06087,2015,274.146,22.02,9.32,31.34,1.56,26.49,3.26,19.42,0.03,22.71,21.77,9.13,30.90,26.15,2.78,19.42,0.03,22.23
CA,06,Shasta County,089,06089,2015,179.533,101.28,59.69,160.97,0.54,120.66,19.37,7.53,34.11,61.01,101.02,59.49,160.51,120.31,18.86,7.53,34.11,60.50
CA,06,Sierra County,091,06091,2015,2.967,16.46,6.90,23.36,0.00,17.37,10.47,0.00,8.78,19.25,16.46,6.90,23.36,17.37,10.47,0.00,8.78,19.25
CA,06,Siskiyou County,093,06093,2015,43.554,141.92,59.56,201.48,0.53,153.21,129.31,12.78,36.12,178.21,141.75,59.42,201.17,152.97,128.96,12.78,36.12,177.86
CA,06,Solano County,095,06095,2015,436.092,278.57,116.95,395.52,0.37,287.57,5.14,5.94,161.91,172.99,278.13,116.60,394.73,286.97,4.28,5.94,161.91,172.13
CA,06,Sonoma County,097,06097,2015,502.146,148.01,62.33,210.34,9.38,175.58,20.06,71.55,1.94,93.55,147.23,61.72,208.95,174.52,18.53,71.55,1.94,92.02
CA,06,Stanislaus County,099,06099,2015,538.388,598.85,435.31,1034.16,10.32,809.88,40.03,177.46,175.01,392.50,598.50,435.04,1033.54,809.41,39.35,177.46,175.01,391.82
CA,06,Sutter County,101,06101,2015,96.463,465.84,170.25,636.09,0.05,483.16,23.73,74.47,169.02,267.22,465.78,170.20,635.98,483.08,23.61,74.47,169.02,267.10
CA,06,Tehama County,103,06103,2015,63.308,189.75,79.58,269.33,0.09,208.91,41.10,27.50,27.18,95.78,189.65,79.50,269.15,208.77,40.90,27.50,27.18,95.58
CA,06,Trinity County,105,06105,2015,13.069,7.55,3.17,10.72,0.01,8.21,2.88,0.10,0.00,2.98,7.53,3.16,10.69,8.19,2.84,0.10,0.00,2.94
CA,06,Tulare County,107,06107,2015,459.863,1148.65,247.31,1395.96,19.86,1086.51,60.21,288.76,336.12,685.09,1148.20,246.74,1394.94,1085.73,59.42,288.76,336.12,684.30
CA,06,Tuolumne County,109,06109,2015,53.709,2.12,1.03,3.15,1.99,2.31,0.28,0.04,1.38,1.70,1.96,0.82,2.78,2.02,0.00,0.04,1.38,1.42
CA,06,Ventura County,111,06111,2015,850.536,59.90,25.21,85.11,5.24,70.08,28.47,77.32,5.61,111.40,56.35,23.62,79.97,66.16,25.43,77.32,5.61,108.36
CA,06,Yolo County,113,06113,2015,213.016,187.80,383.88,571.68,0.21,431.76,21.17,73.83,199.83,294.83,187.55,383.69,571.24,431.42,20.69,73.83,199.83,294.35
CA,06,Yuba County,115,06115,2015,74.492,221.57,93.05,314.62,0.07,240.52,9.40,27.20,51.08,87.68,221.38,92.81,314.19,240.19,9.11,27.20,51.08,87.39
CO,08,Adams County,001,08001,2015,491.337,3.77,83.26,87.03,0.22,9.36,14.84,0.00,4.44,19.28,3.55,81.96,85.51,7.98,13.79,0.00,4.44,18.23
CO,08,Alamosa County,003,08003,2015,16.496,84.11,52.50,136.61,0.00,61.92,63.93,0.00,43.73,107.66,84.11,52.34,136.45,61.85,63.85,0.00,43.73,107.58
CO,08,Arapahoe County,005,08005,2015,631.096,2.05,1.51,3.56,0.18,2.36,3.78,0.00,0.30,4.08,1.07,0.32,1.39,0.35,1.32,0.00,0.30,1.62
CO,08,Archuleta County,007,08007,2015,12.352,0.11,41.84,41.95,0.00,24.22,1.15,0.00,19.62,20.77,0.11,41.68,41.79,24.11,1.00,0.00,19.62,20.62
CO,08,Baca County,009,08009,2015,3.615,125.07,0.17,125.24,0.00,44.57,63.72,0.00,9.05,72.77,125.07,0.17,125.24,44.57,63.72,0.00,9.05,72.77
CO,08,Bent County,011,08011,2015,5.830,7.27,160.54,167.81,0.00,50.64,6.99,0.00,39.65,46.64,7.27,160.54,167.81,50.54,6.94,0.00,39.65,46.59
CO,08,Boulder County,013,08013,2015,319.372,0.02,103.74,103.76,0.09,30.10,5.50,0.00,24.09,29.59,0.02,102.21,102.23,28.37,4.16,0.00,24.09,28.25
CO,08,Broomfield County,014,08014,2015,65.065,0.00,1.38,1.38,0.37,0.62,0.43,0.00,0.41,0.84,0.00,1.16,1.16,0.00,0.00,0.00,0.41,0.41
CO,08,Chaffee County,015,08015,2015,18.658,0.01,115.23,115.24,0.00,12.38,4.44,0.00,10.81,15.25,0.01,115.04,115.05,12.28,4.34,0.00,10.81,15.15
CO,08,Cheyenne County,017,08017,2015,1.829,29.35,0.00,29.35,0.00,16.41,21.14,0.00,4.78,25.92,29.24,0.00,29.24,16.33,21.09,0.00,4.78,25.87
CO,08,Clear Creek County,019,08019,2015,9.303,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CO,08,Conejos County,021,08021,2015,8.130,51.75,242.22,293.97,0.00,100.94,39.74,0.00,78.71,118.45,51.75,242.22,293.97,100.94,39.74,0.00,78.71,118.45
CO,08,Costilla County,023,08023,2015,3.584,34.38,58.47,92.85,0.00,22.21,28.39,0.00,16.38,44.77,34.38,58.47,92.85,22.21,28.39,0.00,16.38,44.77
CO,08,Crowley County,025,08025,2015,5.562,3.41,8.46,11.87,0.00,4.02,0.65,0.02,6.49,7.16,3.41,8.46,11.87,4.02,0.65,0.02,6.49,7.16
CO,08,Custer County,027,08027,2015,4.445,0.05,34.73,34.78,0.00,23.78,0.26,0.00,25.32,25.58,0.05,34.72,34.77,23.77,0.20,0.00,25.32,25.52
CO,08,Delta County,029,08029,2015,29.979,0.01,341.46,341.47,0.00,87.24,7.34,0.04,70.03,77.41,0.01,340.85,340.86,86.86,7.14,0.04,70.03,77.21
CO,08,Denver County,031,08031,2015,682.545,0.67,0.86,1.53,0.77,1.67,2.05,0.00,0.35,2.40,0.45,0.00,0.45,0.25,0.54,0.00,0.35,0.89
CO,08,Dolores County,033,08033,2015,1.978,0.00,4.16,4.16,0.00,3.67,2.60,0.00,5.54,8.14,0.00,4.16,4.16,3.67,2.60,0.00,5.54,8.14
CO,08,Douglas County,035,08035,2015,322.387,1.64,10.10,11.74,0.72,3.35,2.06,0.00,0.66,2.72,0.38,9.20,9.58,1.29,0.23,0.00,0.66,0.89
CO,08,Eagle County,037,08037,2015,53.605,0.01,132.13,132.14,0.00,17.97,6.91,0.00,13.99,20.90,0.01,129.16,129.17,16.72,4.75,0.00,13.99,18.74
CO,08,Elbert County,039,08039,2015,24.735,3.49,11.65,15.14,0.00,3.96,3.61,0.00,2.87,6.48,3.49,11.43,14.92,3.90,3.56,0.00,2.87,6.43
CO,08,El Paso County,041,08041,2015,674.471,6.78,1.80,8.58,1.58,8.41,6.93,0.00,5.12,12.05,5.79,0.61,6.40,5.83,4.80,0.00,5.12,9.92
CO,08,Fremont County,043,08043,2015,46.692,0.16,95.32,95.48,0.00,9.33,1.24,0.07,12.20,13.51,0.16,94.85,95.01,8.96,1.00,0.07,12.20,13.27
CO,08,Garfield County,045,08045,2015,58.095,0.21,234.24,234.45,0.00,60.16,10.14,0.00,46.08,56.22,0.21,232.22,232.43,59.43,9.51,0.00,46.08,55.59
CO,08,Gilpin County,047,08047,2015,5.828,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CO,08,Grand County,049,08049,2015,14.615,0.00,183.29,183.29,0.00,37.13,1.15,0.00,42.96,44.11,0.00,182.83,182.83,36.72,0.73,0.00,42.96,43.69
CO,08,Gunnison County,051,08051,2015,16.067,0.00,520.53,520.53,0.00,58.37,0.72,0.00,57.23,57.95,0.00,520.24,520.24,58.18,0.54,0.00,57.23,57.77
CO,08,Hinsdale County,053,08053,2015,0.774,0.21,20.24,20.45,0.00,11.94,0.00,0.00,5.88,5.88,0.21,20.24,20.45,11.94,0.00,0.00,5.88,5.88
CO,08,Huerfano County,055,08055,2015,6.492,0.00,38.07,38.07,0.00,9.03,0.94,0.00,11.80,12.74,0.00,37.77,37.77,8.86,0.82,0.00,11.80,12.62
CO,08,Jackson County,057,08057,2015,1.356,0.00,340.40,340.40,0.00,63.93,0.00,0.00,90.39,90.39,0.00,340.40,340.40,63.93,0.00,0.00,90.39,90.39
CO,08,Jefferson County,059,08059,2015,565.524,0.19,22.08,22.27,0.00,2.89,2.38,0.00,0.93,3.31,0.03,18.52,18.55,1.86,0.54,0.00,0.93,1.47
CO,08,Kiowa County,061,08061,2015,1.423,1.71,0.00,1.71,0.00,1.63,1.86,0.00,2.99,4.85,1.60,0.00,1.60,1.54,1.81,0.00,2.99,4.80
CO,08,Kit Carson County,063,08063,2015,7.758,110.88,0.00,110.88,0.00,92.94,121.00,0.00,12.69,133.69,110.87,0.00,110.87,92.93,120.99,0.00,12.69,133.68
CO,08,Lake County,065,08065,2015,7.485,0.05,13.96,14.01,0.00,1.58,0.04,0.00,2.12,2.16,0.03,13.96,13.99,1.57,0.02,0.00,2.12,2.14
CO,08,La Plata County,067,08067,2015,54.688,0.27,321.87,322.14,0.00,72.69,14.25,0.00,61.26,75.51,0.09,321.73,321.82,72.39,13.76,0.00,61.26,75.02
CO,08,Larimer County,069,08069,2015,333.577,0.15,118.98,119.13,0.00,44.75,21.52,0.01,32.61,54.14,0.07,117.20,117.27,43.86,20.05,0.01,32.61,52.67
CO,08,Las Animas County,071,08071,2015,14.058,0.02,21.07,21.09,0.00,18.68,0.08,0.00,21.12,21.20,0.02,21.07,21.09,18.63,0.05,0.00,21.12,21.17
CO,08,Lincoln County,073,08073,2015,5.557,3.45,1.09,4.54,0.00,1.56,4.81,0.00,2.22,7.03,3.34,1.09,4.43,1.51,4.76,0.00,2.22,6.98
CO,08,Logan County,075,08075,2015,22.036,59.28,83.84,143.12,0.00,116.99,82.31,0.00,20.22,102.53,58.88,83.84,142.72,116.81,82.20,0.00,20.22,102.42
CO,08,Mesa County,077,08077,2015,148.513,0.03,756.93,756.96,0.00,107.58,10.78,0.01,76.46,87.25,0.03,755.20,755.23,105.80,9.89,0.01,76.46,86.36
CO,08,Mineral County,079,08079,2015,0.726,0.16,6.86,7.02,0.00,3.21,0.05,0.00,1.41,1.46,0.16,6.86,7.02,3.21,0.05,0.00,1.41,1.46
CO,08,Moffat County,081,08081,2015,12.937,0.05,121.13,121.18,0.00,18.23,6.30,0.00,23.86,30.16,0.05,120.68,120.73,18.04,6.14,0.00,23.86,30.00
CO,08,Montezuma County,083,08083,2015,26.168,0.00,185.09,185.09,0.00,75.77,19.40,0.01,53.84,73.25,0.00,184.77,184.77,75.69,19.35,0.01,53.84,73.20
CO,08,Montrose County,085,08085,2015,40.946,0.00,671.64,671.64,0.00,105.41,6.59,0.00,90.89,97.48,0.00,670.56,670.56,104.84,6.29,0.00,90.89,97.18
CO,08,Morgan County,087,08087,2015,28.360,13.18,109.43,122.61,0.00,91.59,87.56,0.00,22.14,109.70,12.80,109.43,122.23,91.34,87.38,0.00,22.14,109.52
CO,08,Otero County,089,08089,2015,18.343,10.91,338.16,349.07,0.00,78.85,4.90,2.26,50.22,57.38,10.81,338.06,348.87,78.65,4.80,2.26,50.22,57.28
CO,08,Ouray County,091,08091,2015,4.691,0.02,94.24,94.26,0.00,13.97,0.13,0.00,14.64,14.77,0.02,94.02,94.04,13.92,0.08,0.00,14.64,14.72
CO,08,Park County,093,08093,2015,16.510,0.00,33.64,33.64,0.00,0.22,0.00,0.00,0.89,0.89,0.00,33.64,33.64,0.22,0.00,0.00,0.89,0.89
CO,08,Phillips County,095,08095,2015,4.349,73.56,0.06,73.62,0.00,53.39,66.33,0.00,1.80,68.13,73.56,0.00,73.56,53.35,66.16,0.00,1.80,67.96
CO,08,Pitkin County,097,08097,2015,17.787,0.00,117.31,117.31,0.00,11.71,4.33,0.00,6.82,11.15,0.00,117.02,117.02,11.42,3.98,0.00,6.82,10.80
CO,08,Prowers County,099,08099,2015,11.954,32.29,78.10,110.39,0.11,104.00,40.75,0.05,70.80,111.60,32.29,78.10,110.39,103.92,40.70,0.05,70.80,111.55
CO,08,Pueblo County,101,08101,2015,163.591,8.31,257.22,265.53,0.24,32.66,5.46,0.18,26.31,31.95,8.31,256.39,264.70,31.20,4.63,0.18,26.31,31.12
CO,08,Rio Blanco County,103,08103,2015,6.571,0.00,135.75,135.75,0.00,35.47,2.40,0.05,30.03,32.48,0.00,135.29,135.29,35.27,2.24,0.05,30.03,32.32
CO,08,Rio Grande County,105,08105,2015,11.543,101.67,455.36,557.03,0.00,72.16,74.01,0.00,38.20,112.21,101.67,455.22,556.89,72.06,73.86,0.00,38.20,112.06
CO,08,Routt County,107,08107,2015,24.130,0.02,171.61,171.63,0.00,47.60,2.74,0.00,49.60,52.34,0.02,171.17,171.19,47.23,2.41,0.00,49.60,52.01
CO,08,Saguache County,109,08109,2015,6.251,110.54,255.76,366.30,0.00,84.05,68.56,0.00,70.08,138.64,110.54,255.65,366.19,84.00,68.51,0.00,70.08,138.59
CO,08,San Juan County,111,08111,2015,0.701,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CO,08,San Miguel County,113,08113,2015,7.879,0.00,47.09,47.09,0.00,24.38,1.50,0.00,21.72,23.22,0.00,47.02,47.02,24.36,1.42,0.00,21.72,23.14
CO,08,Sedgwick County,115,08115,2015,2.399,38.80,34.79,73.59,0.00,36.31,36.10,0.00,7.35,43.45,38.80,34.79,73.59,36.31,36.10,0.00,7.35,43.45
CO,08,Summit County,117,08117,2015,30.257,0.02,50.10,50.12,0.00,6.53,0.79,0.00,5.03,5.82,0.02,49.65,49.67,6.31,0.40,0.00,5.03,5.43
CO,08,Teller County,119,08119,2015,23.385,0.00,2.48,2.48,0.00,0.70,0.10,0.00,0.98,1.08,0.00,2.26,2.26,0.65,0.00,0.00,0.98,0.98
CO,08,Washington County,121,08121,2015,4.864,40.74,5.44,46.18,0.00,24.05,33.11,0.00,4.88,37.99,40.70,5.44,46.14,24.01,33.09,0.00,4.88,37.97
CO,08,Weld County,123,08123,2015,285.174,24.45,341.90,366.35,0.00,269.58,167.53,0.00,127.35,294.88,24.45,340.20,364.65,268.88,166.51,0.00,127.35,293.86
CO,08,Yuma County,125,08125,2015,10.146,321.57,1.51,323.08,0.00,220.28,241.87,0.00,3.70,245.57,321.47,1.31,322.78,220.11,241.76,0.00,3.70,245.46
CT,09,Fairfield County,001,09001,2015,948.053,0.59,1.42,2.01,--,1.91,2.63,0.02,0.00,2.65,0.00,0.18,0.18,0.16,0.30,0.02,0.00,0.32
CT,09,Hartford County,003,09003,2015,895.841,0.57,3.52,4.09,--,3.90,6.70,0.39,0.00,7.09,0.13,2.28,2.41,2.30,4.56,0.39,0.00,4.95
CT,09,Litchfield County,005,09005,2015,183.603,0.62,0.10,0.72,--,0.69,1.30,0.02,0.00,1.32,0.00,0.10,0.10,0.10,0.34,0.02,0.00,0.36
CT,09,Middlesex County,007,09007,2015,164.063,0.21,0.58,0.79,--,0.74,1.15,0.05,0.00,1.20,0.02,0.34,0.36,0.32,0.58,0.05,0.00,0.63
CT,09,New Haven County,009,09009,2015,859.470,0.01,1.46,1.47,--,1.40,2.65,0.09,0.00,2.74,0.01,0.33,0.34,0.32,1.20,0.09,0.00,1.29
CT,09,New London County,011,09011,2015,271.863,0.49,0.68,1.17,--,1.11,1.58,0.05,0.00,1.63,0.01,0.49,0.50,0.47,0.70,0.05,0.00,0.75
CT,09,Tolland County,013,09013,2015,151.420,0.28,0.22,0.50,--,0.47,0.76,0.04,0.00,0.80,0.01,0.22,0.23,0.21,0.41,0.04,0.00,0.45
